C	Threshold																			
3	75																			
																				
																				
20-Oct	215.1707317	130.5691057	86.98373984	205.4471545	232.495935	154.9268293	154.9756098	135.0325203	121.5121951	53.36585366	125.5609756	87.76422764	66.65853659	178.8211382	158.2845528	176.9918699	150.6585366	60.33333333	78.40650407	181.0243902
21-Oct	216.8861789	139.2439024	95.24390244	221.804878	238.5284553	154.4796748	164.5609756	129.5121951	127.2764228	53.72357724	136.6097561	92.16260163	74.17073171	185.8130081	162.495935	196.2682927	156.3089431	67	82.3495935	185.3252033
22-Oct	216.601626	155.9186992	113.504065	229.1626016	240.5609756	153.0325203	181.1463415	129.9918699	133.0406504	67.08130081	146.6585366	102.5609756	85.68292683	189.804878	168.7073171	210.5447154	158.9593496	76.66666667	93.29268293	186.6260163
23-Oct	228.3170732	171.5934959	131.7642276	252.5203252	246.5934959	150.5853659	202.7317073	130.4715447	141.804878	77.43902439	173.7073171	103.9593496	103.195122	195.796748	176.9186992	222.8211382	162.6097561	92.33333333	102.2357724	185.9268293
24-Oct	236.0325203	188.2682927	141.0243902	273.8780488	252.6260163	150.1382114	215.3170732	135.9512195	147.5691057	101.796748	197.7560976	127.3577236	128.7073171	204.7886179	180.1300813	232.097561	165.2601626	105	109.1788618	190.2276423
25-Oct	243.7479675	191.9430894	147.2845528	290.2357724	255.6585366	155.6910569	235.902439	141.4308943	148.3333333	128.1544715	222.804878	148.7560976	141.2195122	217.7804878	188.3414634	238.3739837	166.9105691	127.6666667	113.1219512	199.5284553
26-Oct	249.4634146	199.6178862	149.5447154	301.5934959	261.6910569	170.2439024	248.4878049	151.9105691	148.097561	147.5121951	240.8536585	163.1544715	150.7317073	230.7723577	187.5528455	243.6504065	168.5609756	145.3333333	110.0650407	212.8292683
27-Oct	255.1788618	221.2926829	151.804878	306.9512195	264.7235772	197.796748	260.0731707	166.3902439	145.8617886	164.8699187	254.902439	178.5528455	171.2439024	248.7642276	195.7642276	246.9268293	180.2113821	155	107.0081301	237.1300813
28-Oct	254.8943089	244.9674797	154.0650407	314.3089431	265.7560976	221.3495935	265.6585366	187.8699187	146.6260163	183.2276423	271.9512195	190.9512195	200.7560976	255.7560976	205.9756098	255.203252	205.8617886	169.6666667	110.9512195	239.4308943
29-Oct	253.6097561	259.6422764	157.3252033	322.6666667	271.7886179	236.902439	271.2439024	196.3495935	150.3902439	199.5853659	280	211.3495935	221.2682927	258.7479675	222.1869919	278.4796748	231.5121951	173.3333333	118.8943089	249.7317073
30-Oct	252.3252033	272.3170732	156.5853659	328.0243902	275.8211382	243.4552846	283.8292683	197.8292683	151.1544715	210.9430894	287.0487805	226.7479675	235.7804878	270.7398374	235.398374	299.7560976	257.1626016	174	131.8373984	260.0325203
31-Oct	252.0406504	290.9918699	158.8455285	333.3821138	278.8536585	251.0081301	304.4146341	201.3089431	147.9186992	221.300813	299.097561	238.1463415	248.2926829	279.7317073	244.6097561	317.0325203	273.8130081	178.6666667	149.7804878	278.3333333
																				
The first day of temperature drop for each year is (unofficial summer ends)																				
	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
0	30-Sep	01-Oct	08-Oct	30-Sep	17-Sep	01-Oct	01-Oct	03-Oct	06-Oct	14-Oct	02-Oct	04-Oct	10-Oct	07-Oct	03-Oct	19-Sep	03-Oct	14-Oct	04-Oct	27-Sep
1	02-Oct	02-Oct	10-Oct	01-Oct	22-Sep	06-Oct	09-Oct	06-Oct	09-Oct	16-Oct	07-Oct	11-Oct	17-Oct	12-Oct	03-Oct	30-Sep	08-Oct	17-Oct	05-Oct	28-Sep
2	05-Oct	15-Oct	13-Oct	04-Oct	27-Sep	07-Oct	10-Oct	07-Oct	13-Oct	22-Oct	13-Oct	13-Oct	20-Oct	14-Oct	04-Oct	02-Oct	09-Oct	19-Oct	16-Oct	02-Oct
3	05-Oct	16-Oct	17-Oct	06-Oct	29-Sep	09-Oct	15-Oct	09-Oct	15-Oct	23-Oct	15-Oct	19-Oct	22-Oct	15-Oct	04-Oct	09-Oct	09-Oct	22-Oct	20-Oct	03-Oct
